t,mode,alive,sta_count,mismatch,action
1790067605,stock,1,1,0,baseline
1790067612,stock,0,0,0,none
1790067618,stock,0,2,1,none
1790067623,stock,0,2,1,none
1790067628,stock,0,2,1,none
1790067633,stock,0,2,1,none
1790067639,stock,0,2,1,none
1790067644,stock,0,2,1,none
1790067649,stock,0,2,1,none
1790067654,stock,0,2,1,none
