t,mode,alive,sta_count,mismatch,action
1790077859,stock,1,1,0,baseline
1790077867,stock,0,2,1,none
1790077872,stock,0,2,1,none
1790077877,stock,0,2,1,none
1790077883,stock,0,2,1,none
1790077888,stock,0,2,1,none
1790077893,stock,0,2,1,none
1790077898,stock,0,2,1,none
1790077904,stock,0,2,1,none
1790077909,stock,0,2,1,none
