t,mode,alive,sta_count,mismatch,action
1790082351,stock,2,2,0,baseline
1790082358,stock,0,0,0,none
1790082363,stock,1,2,1,none
1790082366,stock,2,2,0,none
1790082369,stock,2,2,0,none
1790082372,stock,2,2,0,none
1790082376,stock,2,2,0,none
1790082379,stock,2,2,0,none
1790082382,stock,2,2,0,none
1790082385,stock,2,2,0,none
1790082389,stock,2,2,0,none
1790082392,stock,2,2,0,none
1790082395,stock,2,2,0,none
1790082398,stock,2,2,0,none
