t,mode,alive,sta_count,mismatch,action
1790077012,stock,1,2,0,baseline
1790077019,stock,1,1,0,none
1790077023,stock,1,1,0,none
1790077026,stock,2,2,0,none
1790077030,stock,2,2,0,none
1790077033,stock,2,2,0,none
1790077036,stock,2,2,0,none
1790077039,stock,2,2,0,none
1790077043,stock,2,2,0,none
1790077046,stock,2,2,0,none
1790077049,stock,2,2,0,none
1790077052,stock,2,2,0,none
1790077056,stock,2,2,0,none
1790077059,stock,2,2,0,none
