t,mode,alive,sta_count,mismatch,action
1790082064,stock,1,2,0,baseline
1790082072,stock,0,0,0,none
1790082077,stock,0,0,0,none
1790082082,stock,0,2,1,none
1790082088,stock,0,2,1,none
1790082093,stock,0,2,1,none
1790082098,stock,0,2,1,none
1790082103,stock,0,2,1,none
1790082109,stock,0,2,1,none
1790082114,stock,0,2,1,none
