t,mode,alive,sta_count,mismatch,action
1790077492,stock,0,0,0,baseline
1790077499,stock,0,2,1,none
1790077504,stock,0,2,1,none
1790077510,stock,0,2,1,none
1790077515,stock,0,2,1,none
1790077520,stock,0,2,1,none
1790077525,stock,0,2,1,none
1790077531,stock,0,2,1,none
1790077536,stock,0,2,1,none
1790077541,stock,0,2,1,none
