t,mode,alive,sta_count,mismatch,action
1790078714,stock,2,2,0,baseline
1790078722,stock,0,0,0,none
1790078725,stock,2,2,0,none
1790078728,stock,2,2,0,none
1790078732,stock,2,2,0,none
1790078735,stock,2,2,0,none
1790078738,stock,2,2,0,none
1790078741,stock,2,2,0,none
1790078745,stock,2,2,0,none
1790078748,stock,2,2,0,none
1790078751,stock,2,2,0,none
1790078754,stock,2,2,0,none
1790078758,stock,2,2,0,none
1790078761,stock,2,2,0,none
