t,mode,alive,sta_count,mismatch,action
1790077364,stock,1,1,0,baseline
1790077371,stock,0,1,1,none
1790077376,stock,0,2,1,none
1790077382,stock,0,2,1,none
1790077387,stock,0,2,1,none
1790077392,stock,0,2,1,none
1790077397,stock,0,2,1,none
1790077403,stock,0,2,1,none
1790077408,stock,0,2,1,none
1790077413,stock,0,2,1,none
