t,mode,alive,sta_count,mismatch,action
1790078590,stock,1,1,0,baseline
1790078598,stock,0,1,1,none
1790078603,stock,0,2,1,none
1790078608,stock,0,2,1,none
1790078614,stock,0,2,1,none
1790078619,stock,0,2,1,none
1790078624,stock,0,2,1,none
1790078629,stock,0,2,1,none
1790078635,stock,0,2,1,none
1790078640,stock,0,2,1,none
