t,mode,alive,sta_count,mismatch,action
1790082921,stock,2,2,0,baseline
1790082927,stock,1,1,0,none
1790082931,stock,2,2,0,none
1790082934,stock,2,2,0,none
1790082937,stock,2,2,0,none
1790082940,stock,2,2,0,none
1790082944,stock,2,2,0,none
1790082947,stock,2,2,0,none
1790082950,stock,2,2,0,none
1790082953,stock,2,2,0,none
1790082957,stock,2,2,0,none
1790082960,stock,2,2,0,none
1790082963,stock,2,2,0,none
1790082966,stock,2,2,0,none
