t,mode,alive,sta_count,mismatch,action
1790083533,lhr,2,2,0,baseline
1790083540,lhr,0,0,0,none
1790083544,lhr,1,1,0,none
1790083548,lhr,2,2,0,none
1790083551,lhr,2,2,0,none
1790083554,lhr,2,2,0,none
1790083558,lhr,2,2,0,none
1790083561,lhr,2,2,0,none
1790083564,lhr,2,2,0,none
1790083567,lhr,2,2,0,none
1790083571,lhr,2,2,0,none
1790083574,lhr,2,2,0,none
1790083577,lhr,2,2,0,none
1790083580,lhr,2,2,0,none
