t,mode,alive,sta_count,mismatch,action
1790082211,stock,2,2,0,baseline
1790082219,stock,0,0,0,none
1790082223,stock,1,1,0,none
1790082226,stock,2,2,0,none
1790082230,stock,2,2,0,none
1790082233,stock,2,2,0,none
1790082236,stock,2,2,0,none
1790082240,stock,2,2,0,none
1790082243,stock,2,2,0,none
1790082246,stock,2,2,0,none
1790082249,stock,2,2,0,none
1790082253,stock,2,2,0,none
1790082256,stock,2,2,0,none
1790082259,stock,2,2,0,none
