t,mode,alive,sta_count,mismatch,action
1790082262,lhr,2,2,0,baseline
1790082269,lhr,0,0,0,none
1790082272,lhr,2,2,0,none
1790082276,lhr,2,2,0,none
1790082279,lhr,2,2,0,none
1790082282,lhr,2,2,0,none
1790082285,lhr,2,2,0,none
1790082289,lhr,2,2,0,none
1790082292,lhr,2,2,0,none
1790082295,lhr,2,2,0,none
1790082298,lhr,2,2,0,none
1790082302,lhr,2,2,0,none
1790082305,lhr,2,2,0,none
1790082308,lhr,2,2,0,none
