t,mode,alive,sta_count,mismatch,action
1790083058,stock,2,2,0,baseline
1790083066,stock,0,1,1,none
1790083069,stock,2,2,0,none
1790083072,stock,2,2,0,none
1790083076,stock,2,2,0,none
1790083079,stock,2,2,0,none
1790083082,stock,2,2,0,none
1790083085,stock,2,2,0,none
1790083089,stock,2,2,0,none
1790083092,stock,2,2,0,none
1790083095,stock,2,2,0,none
1790083098,stock,2,2,0,none
1790083102,stock,2,2,0,none
1790083105,stock,2,2,0,none
