t,mode,alive,sta_count,mismatch,action
1790082490,stock,2,2,0,baseline
1790082497,stock,1,1,0,none
1790082500,stock,2,2,0,none
1790082503,stock,2,2,0,none
1790082506,stock,2,2,0,none
1790082510,stock,2,2,0,none
1790082513,stock,2,2,0,none
1790082516,stock,2,2,0,none
1790082519,stock,2,2,0,none
1790082523,stock,2,2,0,none
1790082526,stock,2,2,0,none
1790082529,stock,2,2,0,none
1790082532,stock,2,2,0,none
1790082536,stock,2,2,0,none
